q2_birthyear,q3_gender,q4_province,q6_satisfied_democracy,q9_interest_election,q10_certain_vote,q11_vote_intention,q14_feeling_liberal_party,q15_feeling_cons_party
1966,(2) Female,(5) Quebec,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),NA,NA
1972,(2) Female,(5) Quebec,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,75,60
1977,(2) Female,(5) Quebec,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,80,50
1993,(2) Female,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),85,15
1990,(1) Male,(5) Quebec,(2) Fairly satisfied,(6),(2) Likely,(-9) Don't know / Undecided,60,30
1982,(2) Female,(5) Quebec,(1) Very satisfied,(2),(2) Likely,(1) Liberal (Grits),9,0
1942,(1) Male,(5) Quebec,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,20,40
1952,(1) Male,(5) Quebec,(4) Not satisfied at all,(5),(1) Certain,(-9) Don't know / Undecided,0,30
1960,(2) Female,(5) Quebec,(2) Fairly satisfied,(9),(2) Likely,(1) Liberal (Grits),100,20
1997,(1) Male,(5) Quebec,(2) Fairly satisfied,(6),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,10
1956,(2) Female,(5) Quebec,(3) Not very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,70,60
1944,(1) Male,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1991,(1) Male,(5) Quebec,(2) Fairly satisfied,(6),(2) Likely,(1) Liberal (Grits),70,50
1953,(2) Female,(5) Quebec,(4) Not satisfied at all,(5),(1) Certain,(9) None of these,10,25
1990,(2) Female,(5) Quebec,(2) Fairly satisfied,(4),(1) Certain,(-9) Don't know / Undecided,40,0
1980,(2) Female,(5) Quebec,(2) Fairly satisfied,(2),(1) Certain,(-9) Don't know / Undecided,70,70
1953,(2) Female,(5) Quebec,(2) Fairly satisfied,(0) No interest at all,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,50
1993,(2) Female,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,20
1951,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(2) Likely,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",20,0
1984,(1) Male,(5) Quebec,(3) Not very satisfied,(9),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,75
1974,(1) Male,(5) Quebec,(4) Not satisfied at all,(9),(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",1,65
1967,(2) Female,(5) Quebec,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,65,70
1993,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,50
1980,(2) Female,(5) Quebec,(3) Not very satisfied,(5),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,40
1953,(2) Female,(5) Quebec,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),90,30
1944,(2) Female,(5) Quebec,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,55,50
1994,(1) Male,(5) Quebec,(1) Very satisfied,(7),(2) Likely,(1) Liberal (Grits),70,40
1973,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,60
1985,(1) Male,(5) Quebec,(1) Very satisfied,(6),(1) Certain,(1) Liberal (Grits),100,0
1987,(2) Female,(5) Quebec,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),70,0
1990,(1) Male,(5) Quebec,(2) Fairly satisfied,(5),(2) Likely,(1) Liberal (Grits),100,0
1983,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,(1) Liberal (Grits),70,0
1975,(1) Male,(5) Quebec,(1) Very satisfied,(8),(1) Certain,(-8) Refused,NA,NA
1996,(1) Male,(5) Quebec,(2) Fairly satisfied,(9),(5) Already voted in advanced poll,(-8) Refused,84,60
1972,(2) Female,(5) Quebec,(-9) Don't know,(5),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,40
1994,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,80,25
1956,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,50
1970,(1) Male,(5) Quebec,(-9) Don't know,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,30
1963,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,60,25
1974,(1) Male,(5) Quebec,(3) Not very satisfied,(8),(1) Certain,(-8) Refused,20,21
1981,(1) Male,(5) Quebec,(4) Not satisfied at all,(0) No interest at all,(4) Certain not to vote,NA,50,50
1971,(1) Male,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",60,45
1990,(1) Male,(5) Quebec,(2) Fairly satisfied,(1),(1) Certain,(-9) Don't know / Undecided,25,10
1985,(2) Female,(5) Quebec,(1) Very satisfied,(7),(1) Certain,(5) Green Party (Greens),65,30
1975,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,70,10
1985,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,50
1952,(1) Male,(5) Quebec,(1) Very satisfied,(8),(1) Certain,(-8) Refused,70,70
1985,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),100,0
1967,(2) Female,(5) Quebec,(2) Fairly satisfied,(5),(4) Certain not to vote,NA,60,50
1973,(1) Male,(5) Quebec,(2) Fairly satisfied,(7),(2) Likely,(-9) Don't know / Undecided,70,0
1976,(1) Male,(5) Quebec,(2) Fairly satisfied,(2),(3) Unlikely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",1,15
1976,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,60,30
1964,(2) Female,(5) Quebec,(-9) Don't know,(1),(1) Certain,(-9) Don't know / Undecided,50,50
1954,(1) Male,(5) Quebec,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,0
1987,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,50
1999,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,65,40
1990,(2) Female,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,0
1945,(1) Male,(5) Quebec,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,20
1988,(1) Male,(5) Quebec,(2) Fairly satisfied,(3),(2) Likely,(1) Liberal (Grits),65,30
1953,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,85
1979,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,85
1955,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-8) Refused,90,10
1954,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1974,(2) Female,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(6) People's Party,0,0
1949,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,70
1951,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,70
1955,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,45
1945,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,75
1936,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,85
1941,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,65,45
1947,(1) Male,(10) British Columbia,(3) Not very satisfied,(5),(1) Certain,(5) Green Party (Greens),60,40
1951,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1960,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(4),(1) Certain,(-9) Don't know / Undecided,35,35
1970,(2) Female,(8) Saskatchewan,(-9) Don't know,(6),(2) Likely,(-9) Don't know / Undecided,40,NA
1965,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1930,(1) Male,(9) Alberta,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",75,75
1947,(1) Male,(9) Alberta,(4) Not satisfied at all,(8),(5) Already voted in advanced poll,(-8) Refused,3,40
1960,(2) Female,(9) Alberta,(4) Not satisfied at all,(7),(1) Certain,(-9) Don't know / Undecided,15,0
1975,(2) Female,(9) Alberta,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",NA,60
1954,(2) Female,(9) Alberta,(2) Fairly satisfied,(3),(1) Certain,(-9) Don't know / Undecided,25,10
1966,(2) Female,(9) Alberta,(2) Fairly satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",55,75
1968,(1) Male,(9) Alberta,(4) Not satisfied at all,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1943,(1) Male,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,95
1965,(1) Male,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(-8) Refused,0,99
1953,(1) Male,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(1) Liberal (Grits),70,50
1983,(1) Male,(7) Manitoba,(3) Not very satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,60
1966,(2) Female,(7) Manitoba,(2) Fairly satisfied,(5),(1) Certain,(5) Green Party (Greens),70,0
1937,(1) Male,(7) Manitoba,(1) Very satisfied,(2),(1) Certain,(-9) Don't know / Undecided,65,65
1967,(2) Female,(7) Manitoba,(4) Not satisfied at all,(2),(3) Unlikely,(-9) Don't know / Undecided,50,50
1963,(2) Female,(7) Manitoba,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,85,0
1985,(2) Female,(7) Manitoba,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1957,(2) Female,(7) Manitoba,(2) Fairly satisfied,(2),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",25,25
1949,(1) Male,(7) Manitoba,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),60,40
1953,(1) Male,(7) Manitoba,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),30,35
1980,(2) Female,(7) Manitoba,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),90,10
1959,(1) Male,(7) Manitoba,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,10
1970,(1) Male,(7) Manitoba,(1) Very satisfied,(9),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",90,99
1950,(1) Male,(7) Manitoba,(2) Fairly satisfied,(6),(1) Certain,(5) Green Party (Greens),80,50
1980,(2) Female,(7) Manitoba,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,80
1987,(1) Male,(7) Manitoba,(4) Not satisfied at all,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,65
1946,(2) Female,(7) Manitoba,(1) Very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,90,40
1954,(1) Male,(3) Nova Scotia,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,50
1968,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,60,40
1942,(2) Female,(2) Prince Edward Island,(3) Not very satisfied,(10) Great deal of interest,(2) Likely,(-9) Don't know / Undecided,50,0
1969,(1) Male,(2) Prince Edward Island,(1) Very satisfied,(6),(1) Certain,(1) Liberal (Grits),85,45
1956,(1) Male,(2) Prince Edward Island,(1) Very satisfied,(5),(1) Certain,(1) Liberal (Grits),50,50
1943,(2) Female,(8) Saskatchewan,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,1,90
1980,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(6),(1) Certain,(-8) Refused,60,70
1949,(2) Female,(8) Saskatchewan,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,80
1988,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1944,(1) Male,(8) Saskatchewan,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1948,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(5),(3) Unlikely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1958,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,75
1938,(1) Male,(8) Saskatchewan,(4) Not satisfied at all,(9),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1959,(1) Male,(8) Saskatchewan,(1) Very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",75,75
1957,(2) Female,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1973,(2) Female,(9) Alberta,(2) Fairly satisfied,(5),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",45,50
1968,(1) Male,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",2,75
1962,(1) Male,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",15,60
1967,(1) Male,(9) Alberta,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,85
1953,(1) Male,(9) Alberta,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1982,(2) Female,(9) Alberta,(3) Not very satisfied,(9),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",2,95
1975,(2) Female,(9) Alberta,(2) Fairly satisfied,(7),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,60
1938,(2) Female,(9) Alberta,(3) Not very satisfied,(8),(1) Certain,(-8) Refused,60,40
1949,(2) Female,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,85,10
1942,(1) Male,(9) Alberta,(3) Not very satisfied,(9),(1) Certain,(-9) Don't know / Undecided,70,50
1965,(1) Male,(9) Alberta,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),50,40
1948,(2) Female,(9) Alberta,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1951,(1) Male,(9) Alberta,(2) Fairly satisfied,(7),(5) Already voted in advanced poll,(-8) Refused,30,20
1956,(1) Male,(9) Alberta,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,70
1951,(2) Female,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,30,90
1988,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,70
1940,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,80
1975,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(-8) Refused,5,50
1943,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(6) People's Party,1,80
1957,(2) Female,(10) British Columbia,(4) Not satisfied at all,(9),(3) Unlikely,(-9) Don't know / Undecided,40,0
1944,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,30
1973,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(5) Green Party (Greens),40,30
1962,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",20,0
1940,(1) Male,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(-8) Refused,85,65
1937,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1981,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,90
1942,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",12,0
1957,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,55
1955,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),60,40
1947,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),10,70
1945,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",55,25
1946,(1) Male,(10) British Columbia,(1) Very satisfied,(4),(1) Certain,(-9) Don't know / Undecided,50,50
1946,(2) Female,(10) British Columbia,(-9) Don't know,(9),(1) Certain,(-9) Don't know / Undecided,50,50
1946,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,40,30
1951,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,20
1951,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1961,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(5) Green Party (Greens),60,30
1933,(2) Female,(10) British Columbia,(3) Not very satisfied,(6),(1) Certain,(-9) Don't know / Undecided,0,50
1929,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,80
1967,(2) Female,(10) British Columbia,(3) Not very satisfied,(0) No interest at all,(3) Unlikely,(-9) Don't know / Undecided,0,0
1951,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,75,20
1943,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,60,60
1979,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,30
1966,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(5) Already voted in advanced poll,"(3) NDP (New Democratic Party, New Democrats, NDPers)",25,5
1946,(2) Female,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,20
1960,(1) Male,(10) British Columbia,(4) Not satisfied at all,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,80
1948,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,60,0
1970,(1) Male,(10) British Columbia,(4) Not satisfied at all,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",45,65
1945,(2) Female,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,(5) Green Party (Greens),80,50
1950,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,1
1953,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",35,0
1938,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(1) Liberal (Grits),100,25
1952,(1) Male,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,30
1953,(2) Female,(10) British Columbia,(3) Not very satisfied,(3),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,20
1946,(1) Male,(10) British Columbia,(1) Very satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,90
1951,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,65
1998,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),60,50
1961,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",80,25
1944,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-8) Refused,30,75
1946,(2) Female,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,(5) Green Party (Greens),60,30
1976,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,40
1932,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1964,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,65,55
1941,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,90
1960,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),65,65
1947,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(5) Green Party (Greens),75,30
1932,(2) Female,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),95,25
1972,(2) Female,(10) British Columbia,(-9) Don't know,(9),(1) Certain,(-9) Don't know / Undecided,60,65
1981,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),60,10
1974,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",3,0
1934,(2) Female,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,20
1946,(2) Female,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),98,0
1936,(1) Male,(7) Manitoba,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,NA
1957,(2) Female,(7) Manitoba,(3) Not very satisfied,(4),(2) Likely,(-8) Refused,25,0
1975,(1) Male,(7) Manitoba,(2) Fairly satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",15,70
1992,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,50,30
1970,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(9),(1) Certain,(5) Green Party (Greens),75,50
1983,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(9),(1) Certain,(5) Green Party (Greens),60,20
1989,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,0,0
1959,(1) Male,(4) New Brunswick,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,0,35
1975,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),85,25
1929,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1986,(2) Female,(4) New Brunswick,(-9) Don't know,(0) No interest at all,(1) Certain,(-9) Don't know / Undecided,50,50
1977,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(5),(3) Unlikely,(1) Liberal (Grits),20,0
1956,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(7),(2) Likely,(1) Liberal (Grits),80,60
1979,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(4),(2) Likely,(-9) Don't know / Undecided,50,50
1950,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(4),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,60
1957,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,50,25
1955,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(7),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",100,75
1969,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(4),(1) Certain,(-9) Don't know / Undecided,60,60
1961,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,50,50
1980,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(3),(3) Unlikely,(-9) Don't know / Undecided,30,50
1963,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(1) Liberal (Grits),85,30
1955,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,70,20
1945,(1) Male,(1) Newfoundland and Labrador,(-8) Refused,(10) Great deal of interest,(1) Certain,(-8) Refused,40,60
1943,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(8),(-9) Don't know,NA,70,0
1985,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(0) No interest at all,(3) Unlikely,(-9) Don't know / Undecided,NA,NA
